2_grams,Frequency
candidate says,3
finance minister,3
ministerial face,3
seat congress,3
power tariff,3
aap plans,3
1 5,3
110 seats,3
may play,3
polls 10,3
leaders meet,3
congress yet,3
bjp woos,3
bumpy ride,3
power bills,3
road vote,3
3 000,3
son ready,3
house delhi,3
vote end,3
election times,3
poll security,3
land deal,3
gujarat poll,3
rajasthan gehlot,3
politics caste,3
swot analysis,3
voting day,3
maharashtra govt,3
vote change,3
fails make,3
forward party,3
die battle,3
bsp may,3
delhi voters,3
like father,3
even poll,3
seek blessings,3
election committee,3
security arrangements,3
bjp upbeat,3
pil seeks,3
war room,3
election time,3
aap says,3
congress use,3
fray congress,3
adopted son,3
ec watch,3
triangular contest,3
indore development,3
modi may,3
ncp support,3
lodges complaint,3
mizoram cm,3
congress bsp,3
ghulam nabi,3
karnataka election,3
bjp sweeps,3
may vote,3
ends today,3
poll projections,3
parties eyeing,3
tug war,3
ex chief,3
till 9am,3
india emerging,3
upbeat bjp,3
cong candidate,3
list bears,3
rs 19,3
amar singh,3
tainted names,3
leuva patel,3
state party,3
bound rajasthan,3
trends show,3
sting operation,3
three candidates,3
goa forward,3
cash votes,3
asks people,3
party fold,3
crore cash,3
apart congress,3
voting first,3
cracks whip,3
power mp,3
govt delhi,3
mizoram election,3
bjp ad,3
vs aap,3
poll booth,3
biren singh,3
posters banners,3
2015 women,3
ghaziabad poll,3
congress fields,3
elections evms,3
poll expenses,3
1 crore,3
says vasundhara,3
booth level,3
results congress,3
shy away,3
dera sacha,3
peace party,3
money laundering,3
saffron party,3
kerala polls,3
victory margins,3
vote without,3
day need,3
still behind,3
young turks,3
glass ceiling,3
mp congress,3
congress members,3
voters stay,3
lal thanhawla,3
give us,3
upcoming polls,3
kejriwal kiran,3
may tie,3
congress vote,3
kejriwal aap,3
voters exercise,3
fail make,3
leaves congress,3
joined hands,3
women youth,3
may field,3
80 turnout,3
raje take,3
assam polls,3
1 700,3
national conference,3
hit poll,3
sixth phase,3
left fray,3
bjp bastions,3
confident victory,3
candidate booked,3
kamal blooms,3
dmk promises,3
7 candidates,3
farm loan,3
elections turnout,3
bjp went,3
victory says,3
bulk smss,3
delhi verdict,3
4 days,3
workers protest,3
bsp candidates,3
support aap,3
congress needs,3
rajasthan chhattisgarh,3
2018 sonia,3
congress rebel,3
bjp party,3
mizoram bjp,3
blames bjp,3
65 seats,3
elections trs,3
non bjp,3
leader post,3
power mayawati,3
voters turn,3
details candidates,3
list goa,3
rides high,3
raza lone,3
cpi ml,3
5th phase,3
good turnout,3
vote today,3
aparna yadav,3
dera support,3
rajasthan congress,3
pradesh bjp,3
waive farm,3
congress prospects,3
fever grips,3
india inc,3
polls today,3
high command,3
ec netas,3
name missing,3
retain gujarat,3
come clean,3
2015 ec,3
tops list,3
bjp ahead,3
gandhi turf,3
congress gets,3
votes congress,3
congress wave,3
18 seats,3
poll pundits,3
money meant,3
caste equations,3
mulayam akhilesh,3
market bets,3
legislature party,3
free grinders,3
sabha poll,3
singh bainsla,3
real change,3
top leaders,3
boycott call,3
congress goa,3
decide boycott,3
hit bjp,3
dmk men,3
says sorry,3
hit areas,3
candidate alleges,3
enters poll,3
poll campaigns,3
first day,3
sp chief,3
faces tough,3
chief says,3
drag till,3
polls samajwadi,3
day go,3
ballot papers,3
west uttar,3
kejriwal attacks,3
outsider tag,3
15 years,3
3 4,3
ahead delhi,3
poll predicts,3
may change,3
hc tells,3
day eve,3
return power,3
lowest turnout,3
malwa nimar,3
victory truth,3
village boycott,3
2017 bjp,3
3 seats,3
big fight,3
candidate selection,3
raje turf,3
majority bjp,3
officers election,3
himachal win,3
bedi loses,3
govt failed,3
congress show,3
bjp man,3
list 34,3
bjp could,3
fate 2,3
polls talks,3
eyes aap,3
cm turf,3
congress give,3
voting right,3
congress third,3
centre stage,3
may 13,3
huge turnout,3
bjp sweep,3
voting underway,3
cong likely,3
visually impaired,3
2nd phase,3
68 turnout,3
reserves verdict,3
police personnel,3
cm harish,3
election 2017,3
votes split,3
wooing voters,3
create history,3
2014 lok,3
take toll,3
congress go,3
five states,3
leave bjp,3
poll awareness,3
ups ante,3
march 3,3
om prakash,3
cash transfer,3
cong candidates,3
high polling,3
cm raman,3
3 years,3
gujarat govt,3
congress announces,3
bjp launch,3
ahmedabad district,3
connect voters,3
bjp polls,3
may bag,3
ec sends,3
cm today,3
muslim turnout,3
poll says,3
2018 vasundhara,3
electoral battle,3
bjp tough,3
prashant bhushan,3
goes full,3
party alliance,3
rahul asks,3
goes missing,3
public meetings,3
bengal fm,3
early lead,3
new turf,3
turnout first,3
go woo,3
jayant chaudhary,3
one vote,3
former congress,3
bribe voters,3
polls sc,3
opposition parties,3
congress seeks,3
candidates phase,3
candidates first,3
parshottam solanki,3
raghubar das,3
challenge bjp,3
voting till,3
list likely,3
cornered fight,3
puducherry cm,3
cong rebels,3
gujarat cm,3
aap supporters,3
wo allow,3
paramilitary forces,3
results aap,3
turnout phase,3
30 seats,3
2013 aap,3
record 71,3
parties go,3
villagers vote,3
eye polls,3
son files,3
bru refugees,3
cantt seat,3
voting take,3
show cause,3
bjp bets,3
identity cards,3
2013 congress,3
heavy security,3
commission observers,3
voters mp,3
fifth final,3
years ago,3
